x	sin(x)
1	0.841470984808
3	0.14112000806
5	-0.958924274663
7	0.656986598719
9	0.412118485242
11	-0.999990206551
13	0.420167036827
15	0.650287840157
17	-0.96139749188
19	0.149877209663
21	0.836655638536
23	-0.846220404175
25	-0.132351750098
27	0.956375928405
29	-0.663633884213
31	-0.404037645323
33	0.999911860107
35	-0.428182669496
37	-0.643538133357
39	0.963795386284
41	-0.158622668805
43	-0.831774742629
45	0.850903524534
47	0.123573122745
49	-0.953752652759
51	0.670229175843
53	0.395925150182
55	-0.999755173359
57	0.436164755248
59	0.636738007139
61	-0.966117770008
63	0.167355700303
65	0.82682867949
67	-0.855519978975
69	-0.114784813783
71	0.951054653254
73	-0.676771956887
75	-0.387781635409
77	0.999520158581
79	-0.444112668708
81	-0.629887994274
83	0.9683644611
85	-0.176075619949
87	-0.821817836631
89	0.860069405812
91	0.105987511751
93	-0.94828214127
95	0.683261714736
97	0.379607739028
99	-0.999206834186
101	0.452025787178
103	0.622988631442
105	-0.970535283537
107	0.184781744561
109	0.816742606636
111	-0.864551448611
113	-0.0971819058932
115	0.945435334025
117	-0.689697940935
119	-0.371404101438
121	0.998815224724
123	-0.45990349069
125	-0.616040459189
127	0.972630067242
129	-0.193473392038
131	-0.811603387137
133	0.868965756214
135	0.088368686104
137	-0.942514454558
139	0.696080131225
141	0.363171365373
143	-0.998345360874
145	0.467745162045
147	0.609044021883
149	-0.974648648094
151	0.202149881416
153	0.806400580775
155	-0.873311982775
157	-0.0795485428747
159	0.939519731713
161	-0.702407785577
163	-0.354910175845
165	0.99779727945
167	-0.475550186872
169	-0.601999867678
171	0.976590867944
173	-0.210810532913
175	-0.801134595178
177	0.877589787777
179	0.070722167239
181	-0.936451400118
183	0.708680408239
185	0.346621180094
187	-0.997171023392
189	0.483317953668
191	0.594908548461
193	-0.978456574622
195	0.219454667994
197	0.79580584292
199	-0.881798836068
201	-0.0618902507187
203	0.933309700167
205	-0.714897507768
207	-0.338305027541
209	0.996466641766
211	-0.49104785385
213	-0.58777061982
215	0.980245621957
217	-0.228081609414
219	-0.790414741493
221	0.885938797879
223	0.0530534852699
225	-0.930094878005
227	0.721058597071
229	0.329962369732
231	-0.995684189758
233	0.498739281803
235	0.58058664099
237	-0.981957869782
239	0.236690681275
241	0.784961713276
243	-0.890009348856
245	-0.0442125632286
247	0.926807185503
249	-0.727163193444
251	-0.321593860293
253	0.994823728671
255	-0.506391634924
257	-0.573357174816
259	0.983593183947
261	-0.245281209082
263	-0.779447185499
265	0.894010170084
267	0.0353681772562
269	-0.923446880243
271	0.733210818609
273	0.313200154871
275	-0.99388532592
277	0.514004313674
279	0.566082787706
281	-0.985151436329
283	0.25385251979
285	0.773871590208
287	-0.897940948108
289	-0.0265210202858
291	0.920014225496
293	-0.739200998751
295	-0.30478191109
297	0.992869055025
299	-0.521576721618
301	-0.558764049589
303	0.986632504844
305	-0.262403941862
307	-0.768235364237
309	0.901801374964
311	0.0176717854674
313	-0.916509490201
315	0.745133264557
317	0.296339788497
319	-0.99177499561
321	0.529108265482
323	0.551401533867
325	-0.988036273454
327	0.270934805316
329	0.762538949168
331	-0.905591148197
333	-0.00882116611389
335	0.912932948943
337	-0.751007151251
339	-0.287874448508
341	0.99060323339
343	-0.536598355189
345	-0.543995817374
347	0.989362632178
349	-0.279444441784
351	-0.7567827913
353	0.90930997089
355	-3.01443533595e-05
357	-0.909284881935
359	0.756822198628
361	0.27938655436
363	-0.989353860169
365	0.544046403911
367	0.536547480325
369	-0.9906114771
371	0.28793218456
373	0.75096734161
375	-0.912957551683
377	0.00888145245888
379	0.905565574993
381	-0.762577951098
383	-0.270876771053
385	0.988026973834
387	-0.551451828115
389	-0.529057106277
391	0.991782710375
393	-0.296397368652
395	-0.745093055724
397	0.916533604798
